n,seconds
1499,0.0533289270
1500,0.0538419080
1501,0.0532314840
1502,0.0534941070
1503,0.0547999810
1504,0.0538810320
1505,0.0536841850
1506,0.0538943990
1507,0.0560707120
1508,0.0542221880
1509,0.0541307800
1510,0.0540633460
1511,0.0552131680
1512,0.0571875530
1513,0.0577095600
1514,0.0572161940
1515,0.0549319610
1516,0.0549287970
1517,0.0550499000
1518,0.0557948630
1519,0.0555651650
1520,0.0548245630
1521,0.0558352260
1522,0.0562406890
1523,0.0562688820
1524,0.0552738690
1525,0.0551659560
1526,0.0549379680
1527,0.0553456320
1528,0.0552788800
1529,0.0570716980
1530,0.0573903980
1531,0.0564683180
1532,0.0567949790
1533,0.0561760220
1534,0.0559437570
1535,0.0559451990
1536,0.0560023620
1537,0.0559205820
1538,0.0561961490
1539,0.0580151840
1540,0.0569042630
1541,0.0579190390
1542,0.0573152930
1543,0.0564656920
1544,0.0564467110
1545,0.0572278790
1546,0.0566100250
1547,0.0585432540
1548,0.0584983320
1549,0.0576093010
1550,0.0596166390
1551,0.0581008750
1552,0.0571920120
1553,0.0571527000
1554,0.0571053540
1555,0.0583932450
1556,0.0602104340
1557,0.0575331690
1558,0.0589362230
1559,0.0577706020
1560,0.0581235240
1561,0.0583001960
1562,0.0584213220
1563,0.0579694390
1564,0.0600845060
1565,0.0596544440
1566,0.0581808140
1567,0.0595330690
1568,0.0587483460
1569,0.0588628270
1570,0.0588456840
1571,0.0588335350
1572,0.0587055900
1573,0.0605980380
1574,0.0593392100
1575,0.0593244790
1576,0.0591311260
1577,0.0590599760
1578,0.0594804250
1579,0.0604072710
1580,0.0596752710
1581,0.0614583090
1582,0.0593204260
1583,0.0601907350
1584,0.0601186480
1585,0.0599272130
1586,0.0597270090
1587,0.0598675020
1588,0.0606748120
1589,0.0603025470
1590,0.0605701050
1591,0.0599426050
1592,0.0600110730
1593,0.0604176710
1594,0.0601838150
1595,0.0600909740
1596,0.0605758190
1597,0.0626595190
1598,0.0633721790
1599,0.0660592880
1600,0.0654233450
1601,0.0650224340
1602,0.0655379450
1603,0.0650924520
1604,0.0657864010
1605,0.0636930220
1606,0.0621898360
1607,0.0640685820
1608,0.0671904750
1609,0.0889217100
1610,0.0837477260
1611,0.0659114440
1612,0.0664810190
1613,0.0671610580
1614,0.0662222650
1615,0.0659178920
1616,0.0662836770
1617,0.0658125070
1618,0.0664095290
1619,0.0639786280
1620,0.0639493910
1621,0.0621367200
1622,0.0628441970
1623,0.0622227130
1624,0.0624387500
1625,0.0625358750
1626,0.0677529910
1627,0.0642680200
1628,0.0648269750
1629,0.0630548750
1630,0.0645918650
1631,0.0631485790
1632,0.0628954470
1633,0.0630963250
1634,0.0633281810
1635,0.0636615020
1636,0.0654577760
1637,0.0636888170
1638,0.0637660270
1639,0.0640477820
1640,0.0635995260
1641,0.0639751870
1642,0.0639311690
1643,0.0657462200
1644,0.0651910660
1645,0.0648184010
1646,0.0651438680
1647,0.0656018230
1648,0.0644911270
1649,0.0644370000
1650,0.0665018400
1651,0.0664882510
1652,0.0653570070
1653,0.0655268420
1654,0.0650151910
1655,0.0655491990
1656,0.0664692940
1657,0.0652266280
1658,0.0671175890
1659,0.0663759770
1660,0.0652654370
1661,0.0669143430
1662,0.0658116580
1663,0.0658893750
1664,0.0659088920
1665,0.0677472530
1666,0.0671404640
1667,0.0662455160
1668,0.0665371400
1669,0.0667120640
1670,0.0666350160
1671,0.0669106690
1672,0.0669757260
1673,0.0686272950
1674,0.0676416240
1675,0.0674043670
1676,0.0690330980
1677,0.0680889350
1678,0.0671387170
1679,0.0678454760
1680,0.0681310040
1681,0.0710240430
1682,0.0707841970
1683,0.0697735150
1684,0.0677833160
1685,0.0674209690
1686,0.0675507060
1687,0.0673307560
1688,0.0706345540
1689,0.0686205380
1690,0.0696065830
1691,0.0683025720
1692,0.0680815230
1693,0.0679724990
1694,0.0681345420
1695,0.0686728110
1696,0.0691050940
1697,0.0686663410
1698,0.0689183800
1699,0.0689684800
1700,0.0685601630
1701,0.0687247640
1702,0.0704795850
1703,0.0704094270
1704,0.0689118790
1705,0.0702645990
1706,0.0694525260
1707,0.0699955840
1708,0.0698403160
1709,0.0696992170
1710,0.0710366950
1711,0.0695219480
1712,0.0697144630
1713,0.0696122320
1714,0.0695475230
1715,0.0701549190
1716,0.0716802100
1717,0.0712645030
1718,0.0701089050
1719,0.0714157870
1720,0.0718571090
1721,0.0701776370
1722,0.0702715930
1723,0.0708721750
1724,0.0722538780
1725,0.0705233420
1726,0.0706634760
1727,0.0709888960
1728,0.0715159680
1729,0.0708678930
1730,0.0722936440
1731,0.0738856900
1732,0.0717685170
1733,0.0738037030
1734,0.0715375620
1735,0.0711678580
1736,0.0719455970
1737,0.0721433200
1738,0.0723472480
1739,0.0717825490
1740,0.0719510190
1741,0.0720392630
1742,0.0720009380
1743,0.0721078220
1744,0.0743175720
1745,0.0754482610
1746,0.0723947900
1747,0.0751230040
1748,0.0776232560
1749,0.0726802860
1750,0.0747133530
1751,0.0736218890
1752,0.0736031050
1753,0.0739457310
1754,0.0733893720
1755,0.0736295980
1756,0.0732315890
1757,0.0750282730
1758,0.0760063200
1759,0.0743672960
1760,0.0751974210
1761,0.0741638800
1762,0.0735044160
1763,0.0735898530
1764,0.0751112830
1765,0.0746055610
1766,0.0740000790
1767,0.0740590930
1768,0.0742384830
1769,0.0741153340
1770,0.0793989530
1771,0.0776663260
1772,0.0756371410
1773,0.0757558010
1774,0.0767871230
1775,0.0746742450
1776,0.0785571910
1777,0.1065102730
1778,0.0881827930
1779,0.0808186810
1780,0.0806242420
1781,0.0804709360
1782,0.0807322040
1783,0.0815559640
1784,0.0852779610
1785,0.0761041030
1786,0.0774267680
1787,0.0760847270
1788,0.0756341340
1789,0.0769567040
1790,0.0777219240
1791,0.0827136400
1792,0.0772476820
1793,0.0763947720
1794,0.0777156510
1795,0.0772681110
1796,0.0807900230
1797,0.0816771960
1798,0.0819580420
1799,0.0955382050
1800,0.0816571510
1801,0.0787691090
1802,0.0813530290
1803,0.0819103670
1804,0.0999249640
1805,0.0832173060
1806,0.0827798440
1807,0.0867899180
1808,0.0870770090
1809,0.0828248710
1810,0.0829238790
1811,0.0830132500
1812,0.0826536810
1813,0.0823347140
1814,0.0796451280
1815,0.0783788520
1816,0.0783434800
1817,0.0796081450
1818,0.0783720260
1819,0.0797579080
1820,0.0885113460
1821,0.0832663370
1822,0.0842212560
1823,0.0926186810
1824,0.1092200840
1825,0.0878505460
1826,0.0811791700
1827,0.0826172200
1828,0.0851024750
1829,0.0852388530
1830,0.0834916620
1831,0.0831355440
1832,0.0816096390
1833,0.0838119700
1834,0.0860114060
1835,0.0857292600
1836,0.0914652050
1837,0.0869291280
1838,0.0853232470
1839,0.0860123260
1840,0.0858079990
1841,0.0858632350
1842,0.0976523070
1843,0.1055429800
1844,0.0862070760
1845,0.0870017610
1846,0.0907369030
1847,0.0882020210
1848,0.0868583720
1849,0.0863984450
1850,0.0868618120
1851,0.0871269170
1852,0.0872371110
1853,0.0890687930
1854,0.0888991270
1855,0.0872478420
1856,0.0877753540
1857,0.0846837160
1858,0.0880289620
1859,0.0881331070
1860,0.0881473950
1861,0.0879619780
1862,0.0882952370
1863,0.0882208930
1864,0.0882675540
1865,0.0883571870
1866,0.0860675510
1867,0.0853236150
1868,0.0907818250
1869,0.0838305490
1870,0.0835088650
1871,0.0842187830
1872,0.0849641550
1873,0.0839116050
1874,0.0835364510
1875,0.0844333420
1876,0.0877075320
1877,0.0892491020
1878,0.0892413970
1879,0.0886780030
1880,0.0875763990
1881,0.0844889220
1882,0.0849080430
1883,0.0921781150
1884,0.0903261330
1885,0.0893715790
1886,0.0867767900
1887,0.0876187590
1888,0.0892648150
1889,0.0857350810
1890,0.0847054950
1891,0.0867648620
1892,0.0871739950
1893,0.0886150510
1894,0.0908483270
1895,0.0906077760
1896,0.0890157750
1897,0.0855698950
1898,0.0854311990
1899,0.1020781160
1900,0.0912226740
1901,0.0913129960
1902,0.0915747760
1903,0.0903872010
1904,0.0859508690
1905,0.0896015360
1906,0.0901252630
1907,0.0869229930
1908,0.0875155850
1909,0.0876315320
1910,0.0902473140
1911,0.0925215190
1912,0.0920326160
1913,0.0924881900
1914,0.0962096610
1915,0.0923730360
1916,0.0927951740
1917,0.0906295850
1918,0.0875561690
1919,0.0915323060
1920,0.0931262450
1921,0.0929994500
1922,0.0960404590
1923,0.0933047330
1924,0.0915880180
1925,0.0942434270
1926,0.0888203610
1927,0.0888006030
1928,0.0890954740
1929,0.0923736030
1930,0.0939726070
1931,0.1065741960
1932,0.1080876110
1933,0.1060684500
1934,0.1029745000
1935,0.1008629160
1936,0.0985901170
1937,0.0985850560
1938,0.0975945210
1939,0.0926402960
1940,0.0943845830
1941,0.1016671380
1942,0.0964320470
1943,0.0966078240
1944,0.0966985710
1945,0.0960287130
1946,0.1007332830
1947,0.1011340410
1948,0.0922388450
1949,0.0909331700
1950,0.0918802220
1951,0.1008080640
1952,0.1060754120
1953,0.0962823210
1954,0.0971240870
1955,0.0932071070
1956,0.0909129810
1957,0.0991847010
1958,0.0970279120
1959,0.0972191530
1960,0.0984414010
1961,0.0980604210
1962,0.1036581910
1963,0.0958891050
1964,0.0924966130
1965,0.1023505360
1966,0.0989399410
1967,0.0978214350
1968,0.0998157400
1969,0.0949343060
1970,0.0961645370
1971,0.0977652520
1972,0.0978616350
1973,0.1033949490
1974,0.0989886270
1975,0.0988561770
1976,0.0987566620
1977,0.0994132230
1978,0.1018475960
1979,0.0943716180
1980,0.0944768030
1981,0.0987384850
1982,0.1042455690
1983,0.0998759380
1984,0.0997749840
1985,0.1013751810
1986,0.0952554240
1987,0.1034184600
1988,0.0955204070
1989,0.0939921330
1990,0.0941246850
1991,0.0961889180
1992,0.1019382170
1993,0.0967272320
1994,0.0950475560
1995,0.0950976410
1996,0.0952715560
1997,0.1022741710
1998,0.0968448250
1999,0.0968750540
2000,0.0948925010
